0.000000000000000000e+00,7.306847548661218883e-02
1.250000000000000000e-01,1.207554923919621354e-01
2.500000000000000000e-01,1.084372100559445468e-01
3.750000000000000000e-01,-1.754683704059298854e-01
5.000000000000000000e-01,3.688913927488406408e-01
6.250000000000000000e-01,4.606958400620757010e-01
7.500000000000000000e-01,4.871675695002971040e-01
8.750000000000000000e-01,1.162151546910062949e+00
1.000000000000000000e+00,1.514236868704595285e+00
1.125000000000000000e+00,1.921467691931401323e+00
1.250000000000000000e+00,3.123232189994657126e+00
1.375000000000000000e+00,4.377875955487398940e+00
1.500000000000000000e+00,6.247098796639580343e+00
1.625000000000000000e+00,8.245958602482447830e+00
1.750000000000000000e+00,1.137717313664030527e+01
1.875000000000000000e+00,1.398292716157262916e+01
2.000000000000000000e+00,1.825604296748814193e+01
2.125000000000000000e+00,2.263668131931623861e+01
2.250000000000000000e+00,2.803922165769170149e+01
2.375000000000000000e+00,3.379753190553369535e+01
2.500000000000000000e+00,4.090079634683152676e+01
2.625000000000000000e+00,4.905193193284610942e+01
2.750000000000000000e+00,5.826510417984345480e+01
2.875000000000000000e+00,6.857001914475645776e+01
3.000000000000000000e+00,8.061058262390002938e+01
