0.000000000000000000e+00,-8.749240064476454526e-02
6.012024048096192320e-03,-8.189936501880450137e-02
1.202404809619238464e-02,-8.732023046865083904e-02
1.803607214428857783e-02,-1.021467975772822057e-01
2.404809619238476928e-02,-1.014123458561515673e-01
3.006012024048096073e-02,-1.131993576443222765e-01
3.607214428857715566e-02,-8.496458650456145678e-02
4.208416833667334711e-02,-1.039957476410228315e-01
4.809619238476953856e-02,-7.529595111820351627e-02
5.410821643286573002e-02,-5.722610448530458804e-02
6.012024048096192147e-02,-9.655385924416183541e-02
6.613226452905811292e-02,-7.944064944902998193e-02
7.214428857715431131e-02,-3.191769231982172911e-02
7.815631262525049583e-02,-7.727129862932696769e-02
8.416833667334669422e-02,-7.047786204652557729e-02
9.018036072144287874e-02,-1.000112405134843119e-01
9.619238476953907713e-02,-6.675806436913582498e-02
1.022044088176352755e-01,-7.039939926865561304e-02
1.082164328657314600e-01,-4.560160132207460859e-02
1.142284569138276584e-01,-4.775442903135788258e-02
1.202404809619238429e-01,-3.590244817528537302e-02
1.262525050100200275e-01,-8.441967990221399543e-03
1.322645290581162258e-01,-4.208355183695736135e-02
1.382765531062124242e-01,-3.017583059817046179e-02
1.442885771543086226e-01,-1.640212607904686579e-02
1.503006012024048210e-01,-6.244787802149040501e-02
1.563126252505009917e-01,1.822253147148568050e-02
1.623246492985971901e-01,-4.879324175008080411e-02
1.683366733466933884e-01,-3.098605308292246008e-02
1.743486973947895868e-01,7.699448268967592351e-05
1.803607214428857575e-01,-4.363498485597766541e-02
1.863727454909819559e-01,5.711855175951714714e-02
1.923847695390781543e-01,-1.935304680135272598e-02
1.983967935871743526e-01,3.568730122139552458e-02
2.044088176352705510e-01,3.106860995308523277e-02
2.104208416833667217e-01,2.417140134721906461e-02
2.164328657314629201e-01,2.666289898999574942e-03
2.224448897795591185e-01,-9.448254786438785302e-03
2.284569138276553169e-01,4.534402216127182694e-02
2.344689378757514875e-01,1.639562874854936722e-02
2.404809619238476859e-01,3.075338831484852528e-02
2.464929859719438843e-01,2.758279300824456604e-02
2.525050100200400549e-01,5.626377209834482196e-02
2.585170340681362533e-01,4.925909158955994044e-02
2.645290581162324517e-01,7.333437649621511734e-02
2.705410821643286501e-01,1.248494986013226615e-01
2.765531062124248485e-01,5.936126998212599981e-02
2.825651302605210469e-01,1.019823011660620782e-01
2.885771543086172453e-01,5.257989993913415872e-02
2.945891783567134437e-01,3.736365881983139126e-02
3.006012024048096420e-01,8.833312467057261030e-02
3.066132264529057849e-01,4.077631682636979199e-02
3.126252505010019833e-01,7.618401499873084237e-02
3.186372745490981817e-01,7.755873289213656430e-02
3.246492985971943801e-01,8.528776372306998144e-02
3.306613226452905785e-01,9.441270154728320652e-02
3.366733466933867769e-01,1.012989379507375637e-01
3.426853707414829753e-01,6.627644642540318765e-02
3.486973947895791737e-01,1.241757848617019711e-01
3.547094188376753721e-01,8.702920309832620771e-02
3.607214428857715149e-01,9.332437662907269726e-02
3.667334669338677133e-01,1.580254315881224059e-01
3.727454909819639117e-01,1.084780428850910805e-01
3.787575150300601101e-01,1.359492980739362977e-01
3.847695390781563085e-01,1.271911878116327721e-01
3.907815631262525069e-01,9.632872820682295001e-02
3.967935871743487053e-01,1.164777049576164875e-01
4.028056112224449037e-01,1.510500383352484932e-01
4.088176352705411021e-01,1.224796429638353445e-01
4.148296593186372450e-01,1.339637764495492656e-01
4.208416833667334433e-01,1.385460316702051553e-01
4.268537074148296417e-01,1.385992173723268051e-01
4.328657314629258401e-01,1.233095106776733035e-01
4.388777555110220385e-01,1.934765373806937028e-01
4.448897795591182369e-01,1.453099547977654837e-01
4.509018036072144353e-01,1.414756671360219709e-01
4.569138276553106337e-01,1.075515295640757374e-01
4.629258517034068321e-01,1.079498492955486832e-01
4.689378757515029750e-01,1.389841907540096955e-01
4.749498997995991734e-01,1.132788275418477597e-01
4.809619238476953718e-01,1.404032642730721481e-01
4.869739478957915702e-01,1.323664225973353592e-01
