-2.000000000000000000e+00,9.002064028903255632e+00
-1.413793103448275801e+00,7.305629348257292932e+00
-8.275862068965518237e-01,5.687876193824584981e+00
-2.413793103448278465e-01,4.518604206136015655e+00
3.448275862068963526e-01,3.653644073828440142e+00
9.310344827586205518e-01,2.979060842228931527e+00
1.517241379310344307e+00,2.259460437466331406e+00
2.103448275862068506e+00,1.637179731460157051e+00
2.689655172413792705e+00,1.609064146810447626e+00
3.275862068965516904e+00,1.148957841430197302e+00
3.862068965517241104e+00,1.141520323623096189e+00
4.448275862068965303e+00,7.428441218629572296e-01
5.034482758620688614e+00,8.429388957534396098e-01
5.620689655172412813e+00,5.930252685096677467e-01
6.206896551724137012e+00,4.741836833422894415e-01
6.793103448275861211e+00,6.031231723158321234e-01
7.379310344827585411e+00,3.106239896209355145e-01
7.965517241379309610e+00,4.092512876656977383e-01
8.551724137931033809e+00,2.657589251896381732e-01
9.137931034482758008e+00,2.971717478319406691e-01
9.724137931034482207e+00,4.469091474877081582e-01
1.031034482758620641e+01,3.605403111709746811e-01
1.089655172413793061e+01,2.983054345090140336e-01
1.148275862068965480e+01,1.761780629525129260e-01
1.206896551724137723e+01,2.591431447693000600e-01
1.265517241379310143e+01,3.450914150132160518e-01
1.324137931034482563e+01,3.359849243555664833e-01
1.382758620689654983e+01,4.419950534702364875e-01
1.441379310344827402e+01,2.331670236905676319e-01
1.500000000000000000e+01,1.761522476731532949e-01
