0.000000000000000000e+00,-5.965189223508706728e-01
1.875000000000000000e-01,1.075914606577577537e+00
3.750000000000000000e-01,1.517889853422389024e+00
5.625000000000000000e-01,2.480609265047270640e+00
7.500000000000000000e-01,3.595379951698592258e+00
9.375000000000000000e-01,4.802895332445222820e+00
1.125000000000000000e+00,5.949897018673388160e+00
1.312500000000000000e+00,7.032092879063633895e+00
1.500000000000000000e+00,7.847451191184511288e+00
1.687500000000000000e+00,9.834046245231562011e+00
1.875000000000000000e+00,1.031349799049045046e+01
2.062500000000000000e+00,1.109269610762740221e+01
2.250000000000000000e+00,1.219848709628152861e+01
2.437500000000000000e+00,1.358047948955349504e+01
2.625000000000000000e+00,1.492880789402779129e+01
2.812500000000000000e+00,1.551853321024686849e+01
3.000000000000000000e+00,1.663001070820627803e+01
