3.445553642388220261e+00,2.555364238822043291e-02
3.438798865890144718e+00,7.664202809922077142e-01
3.208434531379454668e+00,1.390216662585172624e+00
2.776253074123541165e+00,1.884682530143463319e+00
2.388399737943125434e+00,2.459020622852187365e+00
1.821747711166772588e+00,2.851744593140741024e+00
1.323839197842528570e+00,3.272149351540219797e+00
5.945520189681218204e-01,3.383502466809832132e+00
-1.536867905667327894e-01,3.364717298105622589e+00
-7.154212783451405766e-01,3.392168783108644892e+00
-1.468059155360722068e+00,3.064960225374336211e+00
-2.104493840881911826e+00,2.673237681194368776e+00
-2.445522523020609906e+00,2.386448061615385807e+00
-2.972318454612341121e+00,1.721255773538866052e+00
-3.188779093567267076e+00,1.179280785052738256e+00
-3.377193000962428027e+00,4.912117649758408477e-01
-3.303808643559094094e+00,-8.928008086336239324e-02
-3.263279407058316650e+00,-8.307801573683250007e-01
-3.036877000816559313e+00,-1.483383133022171840e+00
-2.723700354523179268e+00,-2.111144766799974981e+00
-2.213481297633351996e+00,-2.566284648232913579e+00
-1.682152295127456343e+00,-2.986249427796735745e+00
-1.053333414310785088e+00,-3.256734091686735777e+00
-3.346907452919941628e-01,-3.349552335600558095e+00
3.362786605988734023e-01,-3.369850824982610682e+00
9.412202929601936052e-01,-3.308425400671973549e+00
1.554314283812600950e+00,-3.069427654597612687e+00
2.090567399760116629e+00,-2.722936783405169869e+00
2.592581524953948779e+00,-2.218785681074443961e+00
2.991716852956098460e+00,-1.625699348578261372e+00
3.239104649043725637e+00,-1.000278735140852415e+00
